She wiped the sweat away	Ela enxugou o suor
My legs feel stiff today	Minhas pernas estão rígidas hoje
Remember to brake before turning	Lembre-se de frear antes de virar
She’s an ace pilot	Ela é uma piloto excelente
The pope visited the city	O papa visitou a cidade
She holds a grudge forever	Ela guarda rancor para sempre
I love hot cocoa drinks	Eu adoro bebidas de cacau quente
We stayed at a guesthouse	Ficamos em uma pousada
She felt restless all night	Ela se sentiu inquieta a noite toda
The garden was fragrant with roses	O jardim estava perfumado com rosas
She is a loyal supporter of charity	Ela é uma apoiadora fiel da caridade
She wrapped herself in a blanket	Ela se envolveu em um cobertor
This task seems impossible now	Esta tarefa parece impossível agora
She found a hidden gem	Ela encontrou uma joia escondida
The boy played in rain	O menino brincou na chuva
Children played happily in fields	Crianças brincavam felizes nos campos
I love playing basketball outdoors	Eu adoro jogar basquete ao ar livre
She felt instant relief after medication	Ela sentiu alívio instantâneo após a medicação
Africa is a diverse continent	A África é um continente diverso
She sighed with great relief	Ela suspirou com grande alívio
She picked a random book	Ela escolheu um livro aleatório
He slipped the gun into holster	Ele colocou a arma no coldre
Kids enjoyed the inflatable castle	As crianças se divertiram no castelo inflável
I browsed the online catalog	Eu naveguei pelo catálogo online
The dragon guarded the treasure	O dragão guardava o tesouro
She spun a colorful yarn	Ela contou uma história colorida
She started to vomit suddenly	Ela começou a vomitar de repente
She adjusted the camera lens	Ela ajustou a lente da câmera
My father loves to cook	Meu pai adora cozinhar
She added oil to salad	Ela adicionou óleo à salada
The crocodile lurked silently nearby	O crocodilo espreitava silenciosamente por perto
Please clap after the performance	Por favor, aplauda após a apresentação
The helicopter hovered above us	O helicóptero pairava acima de nós
I tried mangosteen for breakfast	Eu experimentei mangostão no café da manhã
Waves crashed against the shore	Ondas batiam contra a costa
The temperature dropped significantly overnight	A temperatura caiu significativamente durante a noite
She wore a bright helmet	Ela usava um capacete brilhante
Calcium strengthens bones and teeth	O cálcio fortalece ossos e dentes
The producer finalized the contract	O produtor finalizou o contrato
Let's pretend we're pirates today	Vamos fingir que somos piratas hoje
They whisper secrets at night	Eles sussurram segredos à noite
Her dress was made of silk	O vestido dela era feito de seda
Life is not a fairy tale	A vida não é um conto de fadas
She used a clip holder	Ela usou um porta-clipes
She felt fainting coming on	Ela sentiu que ia desmaiar
She ran for miles today	Ela correu por quilômetros hoje
The poles marked the boundary line	Os postes marcaram a linha de fronteira
They have been dating for months	Eles estão namorando há meses
Lightning flashed across the sky	Relâmpagos riscaram o céu
This is complete bullshit right now	Isto é uma completa besteira agora
The typhoon caused massive flooding	O tufão causou inundações massivas
She shrugged her tired shoulders	Ela deu de ombros com seus ombros cansados
She wore sparkling diamonds tonight	Ela usou diamantes brilhantes esta noite
Please tap the screen gently	Por favor, toque na tela suavemente
Let's shop for fresh vegetables	Vamos comprar legumes frescos
Exploring the dense jungle paths	Explorando os caminhos densos da selva
Her smile radiated pure joy	O sorriso dela irradiava pura alegria
She collects colorful stickers daily	Ela coleciona adesivos coloridos diariamente
They rented a beachfront villa	Eles alugaram uma vila à beira-mar
Lunch is served in canteen	O almoço é servido na cantina
He gripped the steering wheel tightly	Ele segurou o volante com força
She ate a ripe peach	Ela comeu um pêssego maduro
She wore a sparkling diamond necklace	Ela usava um colar de diamantes cintilantes
Urinary tract infections cause discomfort	Infecções do trato urinário causam desconforto
Her face turned pale suddenly	O rosto dela ficou pálido de repente
He cleaned his old gun	Ele limpou sua arma velha
Sharks swim silently through water	Tubarões nadam silenciosamente pela água
Mom cooked my favorite dinner	Mamãe cozinhou meu jantar favorito
The crowd formed a large mass	A multidão formou uma grande massa
They walked through the tunnel	Eles caminharam pelo túnel
Plant the bulbs in spring	Plante os bulbos na primavera
I love eating salty chips	Eu adoro comer batatas fritas salgadas
She cleaned the yoga mats	Ela limpou os tapetes de yoga
Place a comma after names	Coloque uma vírgula após os nomes
She carried heavy luggage upstairs	Ela carregou bagagem pesada para o andar de cima
Children collected colorful sea shells	Crianças coletaram conchas coloridas do mar
That idea sounds ridiculous today	Essa ideia soa ridícula hoje
Please chew your food slowly	Por favor, mastigue sua comida devagar
Her ingenious plan solved everything	O plano engenhoso dela resolveu tudo
She matches her shoes perfectly	Ela combina perfeitamente os sapatos dela
The peninsula juts into ocean	A península avança para o oceano
The pelvis supports the spine	A pelve suporta a coluna vertebral
She felt nervous before speaking	Ela se sentiu nervosa antes de falar
He is a handsome man	Ele é um homem bonito
I found a crab beachcombing	Eu encontrei um caranguejo catarinando na praia
He had to spit quickly	Ele teve que cuspir rapidamente
She slept soundly all night	Ela dormiu profundamente a noite toda
Wolves howled under the moonlight	Lobos uivavam sob o luar
The hunchback climbed the tower	O corcunda subiu a torre
I added spinach to salad	Eu adicionei espinafre à salada
Babies drool when teething	Bebês babam quando estão nascendo os dentes
His sloppy handwriting was unreadable	A caligrafia descuidada dele era ilegível
She took a sneaky shortcut	Ela pegou um atalho sorrateiro
She watered plants on balcony	Ela regou as plantas na varanda
That puppy is so cute	Esse filhote é tão fofo
Bats flew out at dusk	Morcegos saíram voando ao anoitecer
The octopus changed its color	O polvo mudou sua cor
I'm fed up with noise	Estou farto de barulho
Dolphins swam gracefully nearshore	Golfinhos nadavam graciosamente perto da costa
I bought fresh sausages today	Comprei salsichas frescas hoje
She wore an orange dress	Ela usava um vestido laranja
The lotus bloomed at sunrise	A flor de lótus floresceu ao nascer do sol
I love grilled eggplant salad	Eu adoro salada de berinjela grelhada
The goose waddled across road	A gansa andou cambaleando pela estrada
She stir-fried vegetables in wok	Ela fritou legumes na wok.
A crow perched on branch	Um corvo pousou no galho
She cooked fresh cabbage salad	Ela preparou salada de repolho fresco
She sliced a fresh cucumber	Ela fatiou um pepino fresco
She squeezed fresh limes today	Ela esprem eu limões frescos hoje
I prefer vanilla ice cream	Eu prefiro sorvete de baunilha
I added celery to soup	Eu adicionei aipo à sopa
She used a sponge gently	Ela usou uma esponja suavemente
She planted flowers in yards	Ela plantou flores nos quintais
The giraffe reached tall leaves	A girafa alcançou folhas altas
Santa Claus delivers gifts worldwide	Papai Noel entrega presentes em todo o mundo
She picked fresh cherries today	Ela colheu cerejas frescas hoje
The gorilla climbed the tree	O gorila subiu na árvore
The alarm woke me early	O alarme me acordou cedo
Please pass the napkins here	Por favor, passe os guardanapos aqui
She plays rugby every weekend	Ela joga rugby todo fim de semana
We planned a surprise party	Nós planejamos uma festa surpresa
They allocated funds for education	Eles alocaram fundos para a educação
This is the final proof	Esta é a prova final
She gained power through perseverance	Ela ganhou poder através da perseverança
I manage the project efficiently	Eu gerencio o projeto de forma eficiente
Smart investment yields great returns	Investimento inteligente gera grandes retornos
Our strategy ensures long-term success	Nossa estratégia garante sucesso a longo prazo
She shares her lunch daily	Ela compartilha seu almoço diariamente
The analysis revealed key insights	A análise revelou insights importantes
Training is required for safety	O treinamento é necessário para a segurança
Please apply for the job	Por favor, candidate-se ao emprego
Corruption undermines trust in government	A corrupção mina a confiança no governo
The building's structure is unique	A estrutura do edifício é única
Democracy ensures equal voting rights	A democracia garante direitos iguais de voto
Traders monitor oil futures closely	Os traders monitoram de perto os contratos futuros de petróleo
The company provides excellent services	A empresa fornece serviços excelentes
She will witness the event	Ela será testemunha do evento
The car is in good condition	O carro está em boas condições
She felt the loss deeply	Ela sentiu profundamente a perda
The faculty attended the meeting	O corpo docente participou da reunião
This means we should try	Isso significa que devemos tentar
They decided to risk everything	Eles decidiram arriscar tudo
The new administration improved efficiency	A nova administração melhorou a eficiência
The eagle soared majestic above	A águia voou majestosa acima
Celebrating her many achievements today	Celebrando suas muitas conquistas hoje
Never judge a book by its cover	Nunca julgue um livro pela capa
The event was a disaster	O evento foi um desastre
We hit a snag yesterday	Tivemos um contratempo ontem
She showed great interest today	Ela mostrou grande interesse hoje
The lecturer explained complex concepts	O palestrante explicou conceitos complexos
Her theory changed everything	A teoria dela mudou tudo
She carried a heavy load	Ela carregava uma carga pesada
The judge ruled according to Shariat	O juiz decidiu de acordo com a Sharia
The stadium reached full capacity	O estádio alcançou a capacidade máxima
The distribution of resources is fair	A distribuição dos recursos é justa
That book is mine now	Esse livro é meu agora
She stood upright with confidence	Ela ficou ereta com confiança
The node connects multiple networks	O nó conecta várias redes
Farmers care deeply for livestock	Os agricultores cuidam profundamente do gado
The company faced financial crisis	A empresa enfrentou uma crise financeira
Their conflict lasted all night	O conflito deles durou a noite toda
She arrived early at court	Ela chegou cedo ao tribunal
The fireman checked his apparatus carefully	O bombeiro verificou seu equipamento cuidadosamente
She prefers that brand always	Ela prefere sempre essa marca
The lion is the dominant predator	O leão é o predador dominante
Police seized illegal narcotics yesterday	A polícia apreendeu drogas ilegais ontem
New legislation improves environmental protection	Nova legislação melhora a proteção ambiental
The term ends next week	O semestre termina na próxima semana
Her skill impressed the judges	A habilidade dela impressionou os jurados
The quality of this fabric is excellent	A qualidade deste tecido é excelente
Understanding the mechanics of flight	Compreendendo a mecânica do voo
Lack of sleep can inhibit performance	A falta de sono pode inibir o desempenho
Her contribution improved the project	Sua contribuição melhorou o projeto
The charity event raised funds	O evento beneficente arrecadou fundos
Public transportation reduces city traffic	O transporte público reduz o trânsito da cidade
Her participation improved the project	A participação dela melhorou o projeto
She launched a marketing campaign	Ela lançou uma campanha de marketing
She ran across the field	Ela correu pelo campo
She conducts cancer research daily	Ela conduz pesquisas sobre o câncer diariamente
She charged the phone quickly	Ela carregou o telefone rapidamente
I value your recommendation greatly	Eu valorizo muito sua recomendação
Her presentation impressed the audience	A apresentação dela impressionou o público
I will wait here patiently	Eu vou esperar aqui pacientemente
Statistics reveal important trends	As estatísticas revelam tendências importantes
There were several instances reported	Foram relatados vários casos
Safety is our top priority	A segurança é nossa maior prioridade
The procedure requires careful attention	O procedimento requer atenção cuidadosa
The directorate approved the budget	A diretoria aprovou o orçamento
Her concentration improved with practice	A concentração dela melhorou com a prática
The situation became explosive quickly	A situação ficou explosiva rapidamente
Their lives began to intertwine	As vidas deles começaram a se entrelaçar
The majority voted for change	A maioria votou pela mudança
It's a local custom here	É um costume local aqui
The plane will take off soon	O avião vai decolar em breve
Customers appreciate excellent service	Os clientes apreciam um serviço excelente
The phone features a camera	O telefone possui uma câmera
They expect to profit soon	Eles esperam lucrar em breve
They plan to sue him	Eles planejam processá-lo
They will inaugurate the building	Eles irão inaugurar o prédio
She struggled with her identity	Ela lutou com sua identidade
She wore a red cape	Ela usava uma capa vermelha
She has a dynamic personality	Ela tem uma personalidade dinâmica
I will compile the data	Vou compilar os dados
She quickly recovered from illness	Ela se recuperou rapidamente da doença
Scientists refute the false claims	Cientistas refutam as falsas alegações
Her story was pure inspiration	A história dela foi pura inspiração
Every parent wants their child happy	Todo pai quer o seu filho feliz
Her publication received widespread acclaim	A sua publicação recebeu amplo reconhecimento
Bacteria thrive in warm environments	As bactérias prosperam em ambientes quentes
She always arrives on time	Ela sempre chega no horário
Her performance is consistent every time	A performance dela é consistente toda vez
They bought the painting at auction	Eles compraram a pintura em um leilão
I keep spare parts handy	Eu mantenho peças sobressalentes à mão
Early detection saves many lives	A detecção precoce salva muitas vidas
The architect designed the museum	O arquiteto projetou o museu
The airline delayed our flight	A companhia aérea atrasou nosso voo
Her devotion inspired the team	A devoção dela inspirou a equipe
Her intellect impressed the professor	O intelecto dela impressionou o professor
She plans to retire soon	Ela planeja se aposentar em breve
She works at the bureau	Ela trabalha no escritório
They organized a peaceful protest	Eles organizaram um protesto pacífico
The inspection revealed several issues	A inspeção revelou vários problemas
His motive remains unclear tonight	Seu motivo permanece desconhecido esta noite
Bribery undermines fair business practices	O suborno prejudica as práticas comerciais justas
Excited for the homecoming dance	Animado para o baile de reencontro
Wildflowers are abundant this spring	As flores silvestres estão abundantes nesta primavera
She always uses past tense	Ela sempre usa o tempo passado
I will call you later	Eu te ligo mais tarde
Please help me unload boxes	Por favor, ajude-me a descarregar as caixas
Congress passed new environmental laws	O Congresso aprovou novas leis ambientais
The industrial revolution changed everything	A revolução industrial mudou tudo
The transition was completely seamless	A transição foi completamente perfeita
She submitted the manuscript yesterday	Ela submeteu o manuscrito ontem
She finished a quarter mile	Ela completou um quarto de milha
She requested a quick revision	Ela solicitou uma revisão rápida
The candidates prepared for interviews	Os candidatos se prepararam para as entrevistas
Follow the safety guidelines carefully	Siga as diretrizes de segurança cuidadosamente
They aired a catchy commercial	Eles exibiram um comercial cativante
The frequency of meetings increased	A frequência das reuniões aumentou
Please stand in the line	Por favor, fique na fila
Please verify your email address	Por favor, verifique seu endereço de e-mail
She is prone to allergies	Ela é propensa a alergias
The parliament passed new laws	O parlamento aprovou novas leis
Hey dude, what's up today	E aí, cara, o que está rolando hoje?
The glass is completely transparent	O vidro é completamente transparente
She prefers using herbal medicine	Ela prefere usar remédios naturais
He went off on a tangent	Ele saiu do assunto
Measure the circle's circumference accurately	Meça a circunferência do círculo com precisão
The quantity ordered exceeds expectations	A quantidade pedida excede as expectativas
She admired her new breasts	Ela admirava seus novos seios
Adaptation is key to survival	A adaptação é a chave para a sobrevivência
Exploring culture broadens our perspective	Explorar a cultura amplia nossa perspectiva
Fish swim upstream to spawn	Peixes nadam rio acima para desovar
They visited a quiet hamlet	Eles visitaram uma aldeia tranquila
The pipe began to leak	O cano começou a vazar
She bought a big cake	Ela comprou um bolo grande
The handicapped parking spot is available	A vaga de estacionamento para deficientes está disponível
She opened the kitchen cabinet	Ela abriu o armário da cozinha
Music can stimulate creativity	A música pode estimular a criatividade
Soaring eagles glide through skies	Águias que voam alto deslizam pelos céus
The project is beyond scope	O projeto está fora do escopo
She wore a classic dress	Ela usava um vestido clássico
They planned a weekend retreat	Eles planejaram um retiro de fim de semana
Please submit your report today	Por favor, envie seu relatório hoje
The game's graphics are stunning	Os gráficos do jogo são impressionantes
She walked with her dog	Ela caminhou com seu cachorro
She sat opposite me today	Ela sentou-se em frente a mim hoje
Please provide only relevant information	Por favor, forneça apenas informações relevantes
The highlight of the trip	O destaque da viagem
We had so much fun	Nós nos divertimos muito
Education is my primary focus	A educação é meu foco principal
Her hands remained steady throughout	As mãos dela permaneceram firmes o tempo todo
Her ethnicity influences her traditions	A etnia dela influencia suas tradições
It's tricky, you know	É complicado, sabe
She quickly solved the problems	Ela resolveu os problemas rapidamente
Can you show me that	Você pode me mostrar isso?
She reached a new level	Ela alcançou um novo nível
The loyal servant awaited orders	O servo leal aguardava ordens
She has a toned physique	Ela tem um físico tonificado
The memory brings me joy	A memória me traz alegria
She hid her pain well	Ela escondeu bem a dor dela
The external lights need fixing	As luzes externas precisam de conserto
I found a trace of evidence	Encontrei uma pista de evidência
He faced a harsh penalty	Ele enfrentou uma penalidade severa
She recovered quickly from surgery	Ela se recuperou rapidamente da cirurgia
She ate a large portion	Ela comeu uma porção grande
I need to pay the bill	Eu preciso pagar a conta
The sea was incredibly rough	O mar estava incrivelmente agitado
The sturdy table supports everything	A mesa resistente suporta tudo
The goalkeeper saved the penalty	O goleiro defendeu o pênalti
The school decided to expel him	A escola decidiu expulsá-lo
The ship's hull was damaged	O casco do navio foi danificado
Cherish every precious moment	Valorize cada momento precioso
She works in automotive engineering	Ela trabalha em engenharia automotiva
I will call you tomorrow	Eu vou te ligar amanhã
She sings very well today	Ela canta muito bem hoje
The election was a landslide victory	A eleição foi uma vitória esmagadora
The bulk of work remains	A maior parte do trabalho permanece
She entered the rehabilitation center	Ela entrou no centro de reabilitação
The weather today is fine	O tempo hoje está bom
She placed flowers on table	Ela colocou flores na mesa
The storm was a calamity	A tempestade foi uma calamidade
She sought financial advice today	Ela procurou aconselhamento financeiro hoje
She loves studying geography topics	Ela adora estudar temas de geografia
Her conclusion was erroneous and misleading	A conclusão dela foi errônea e enganosa
She is an all-round athlete	Ela é uma atleta completa
She searched in vain everywhere	Ela procurou em vão em todos os lugares
She wrote on paper carefully	Ela escreveu no papel cuidadosamente
I like to soak beans	Eu gosto de deixar os feijões de molho
Choosing a new phone option	Escolhendo uma nova opção de telefone
Many species inhabit the forest	Muitas espécies habitam a floresta
They discussed the topic of sex	Eles discutiram o tema do sexo
She decided to persevere despite challenges	Ela decidiu perseverar apesar dos desafios
Her passion inspired the team	A paixão dela inspirou a equipe
The dean approved our proposal	O reitor aprovou nossa proposta
Birds gather near the estuary	Pássaros se reúnem perto do estuário
Her hand shakes with excitement	A mão dela treme de emoção
In my opinion, it's true	Na minha opinião, é verdade
The ancient fortress guarded the city	A antiga fortaleza guardava a cidade
Please keep the phone on standby	Por favor, mantenha o telefone em espera
She was rushing to work	Ela estava correndo para o trabalho
The male bird sings beautifully	O pássaro macho canta lindamente
Can you provide the quote	Você pode fornecer o orçamento?
They decided to race home	Eles decidiram correr para casa
Registration closes tomorrow at noon	As inscrições encerram amanhã ao meio-dia
Heavy rain caused a flood	Chuva forte causou uma enchente
She snaps photos quickly often	Ela tira fotos rapidamente com frequência
She gave a sincere apology	Ela fez um pedido de desculpas sincero
Update your social media profile	Atualize seu perfil nas redes sociais
The director announced the casting	O diretor anunciou o elenco
She was fired yesterday morning	Ela foi demitida ontem de manhã
Successful collaboration boosts team productivity	A colaboração bem-sucedida aumenta a produtividade da equipe
She practiced ancient divination rituals	Ela praticava rituais antigos de adivinhação
I scroll through my phone	Eu deslizo pelo meu telefone
The rock formation looks ancient	A formação rochosa parece antiga
She took a quick snapshot	Ela tirou uma foto rápida
He enjoys gambling on weekends	Ele gosta de apostar nos finais de semana
Corporate responsibility drives sustainable growth	A responsabilidade corporativa impulsiona o crescimento sustentável
The floodwaters began to recede	As águas da enchente começaram a recuar
The universe is vast and mysterious	O universo é vasto e misterioso
Education opens many doors	A educação abre muitas portas
I need to pump air	Eu preciso bombear ar
The steam rose from coffee	O vapor subia do café
That guy is really funny	Aquele cara é muito engraçado
She loves diving into books	Ela adora mergulhar em livros
She painted the old wall	Ela pintou a parede velha
Don't freak out about exams	Não entre em pânico por causa das provas
She cooked a delicious dish	Ela cozinhou um prato delicioso
She wished for a genie	Ela desejava um gênio
Her ankle was swollen badly	O tornozelo dela estava muito inchado
She painted a vivid portrait	Ela pintou um retrato vívido
Their opinions clash frequently	As opiniões deles entram em conflito frequentemente
The economy shows a clear imbalance	A economia mostra um claro desequilíbrio
Children love to play outside	Crianças adoram brincar ao ar livre
She avoided tobacco for health	Ela evitou o tabaco por saúde
Children stomp through the puddles	Crianças pisam forte nas poças
I count my daily calories	Eu conto minhas calorias diárias
They decided to excise errors	Eles decidiram eliminar os erros
Animation brings drawings to life	Animação dá vida aos desenhos
Her declaration surprised everyone	A declaração dela surpreendeu a todos
She follows a strict religious routine	Ela segue uma rotina religiosa rigorosa
The mountains range is vast	A cadeia de montanhas é vasta
I bought tickets at kiosk	Comprei ingressos no quiosque
The car runs on LPG	O carro funciona com GLP
She carried a compact umbrella	Ela carregava um guarda-chuva compacto
Tell me more about it	Conte-me mais sobre isso
She signed with her initials	Ela assinou com suas iniciais
The female bird built nests	A fêmea do pássaro construiu ninhos
Dining outdoors enhances the experience	Jantar ao ar livre melhora a experiência
She read the newspaper column	Ela leu a coluna do jornal
She enjoys playing chess daily	Ela gosta de jogar xadrez diariamente
They denounce corruption publicly	Eles denunciam a corrupção publicamente
The employer offered a raise	O empregador ofereceu um aumento
She peeks around the corners	Ela espreita pelos cantos
She’s a mysterious figure nearby	Ela é uma figura misteriosa por perto
Please write the title in italics	Por favor, escreva o título em itálico
Discrimination affects many people's lives	A discriminação afeta a vida de muitas pessoas
The devil is in details	O diabo está nos detalhes
She took care of her body	Ela cuidou do corpo dela
Farmers reap what they sow	Os agricultores colhem o que plantam
Filtration removes impurities from water	A filtração remove impurezas da água
Factories contribute heavily to pollution	As fábricas contribuem muito para a poluição
I have known her since childhood	Eu a conheço desde a infância
Her imagination sparked new ideas	A imaginação dela despertou novas ideias
The actual cost surprised me	O custo real me surpreendeu
She drops her keys often	Ela deixa cair as chaves com frequência
She invested in government securities	Ela investiu em títulos do governo
She used a hammer carefully	Ela usou um martelo cuidadosamente
She studies ancient ceramics techniques	Ela estuda técnicas antigas de cerâmica
The conflict was finally resolved	O conflito foi finalmente resolvido
The workers poured hot asphalt	Os trabalhadores despejaram asfalto quente
The book includes a vivid illustration	O livro inclui uma ilustração vívida
We dined on the terrace	Jantamos na varanda
I hit the ball hard	Eu bati na bola com força
Meet me around the corner	Encontre-me na esquina
We pitched the tent quickly	Montamos a barraca rapidamente
She faced strong political opposition	Ela enfrentou forte oposição política
Please add your comments in brackets	Por favor, adicione seus comentários entre colchetes
Cheating ruins trust in relationships	A traição destrói a confiança nos relacionamentos
Pigeons gathered in the square	Pombos reunidos na praça
He dodged the speeding bullet	Ele desviou da bala em alta velocidade
She became a fashion icon	Ela se tornou um ícone da moda
She studies geology at university	Ela estuda geologia na universidade
The restaurant had a cozy atmosphere	O restaurante tinha um ambiente acolhedor
She walked down the corridor	Ela caminhou pelo corredor
The vacuum cleaner uses suction	O aspirador usa sucção
The minority voice was heard	A voz da minoria foi ouvida
The wedding reception was lively	A recepção do casamento foi animada
Evolution shapes species over time	A evolução molda as espécies ao longo do tempo
The reservoir supplies clean water	O reservatório fornece água limpa
Biotics improve gut health naturally	Bióticos melhoram a saúde intestinal naturalmente
She wore sunglasses for protection	Ela usava óculos de sol para proteção
The noisy crowd cheered loudly	A multidão barulhenta torceu alto
She loves buying new cosmetics	Ela adora comprar cosméticos novos
She studies astronomy every night	Ela estuda astronomia todas as noites
She crossed the threshold nervously	Ela atravessou o limiar nervosamente
My daughter starts kindergarten tomorrow	Minha filha começa o jardim de infância amanhã
She enjoys reading fiction books	Ela gosta de ler livros de ficção
She felt tightness in chest	Ela sentiu aperto no peito
Can you stop by later	Você pode passar aqui mais tarde?
They wore colorful costumes yesterday	Eles usaram fantasias coloridas ontem
We entered the charity raffle	Nós participamos do sorteio beneficente
Stir the soup gently now	Mexa a sopa delicadamente agora
The fish swam in tank	O peixe nadou no aquário
I need more time today	Preciso de mais tempo hoje
I picked up medicine at the pharmacy	Eu peguei remédio na farmácia
The leaves have fallen softly	As folhas caíram suavemente
Drying clothes outside is refreshing	Secar roupas ao ar livre é revigorante
She missed the last bus	Ela perdeu o último ônibus
She lives in the historic district	Ela mora no bairro histórico
She proudly displayed the trophy	Ela exibiu o troféu com orgulho
They serve delicious food here	Eles servem comida deliciosa aqui
Celebrities often attend charity events	Celebridades frequentemente participam de eventos de caridade
She hit a mental block	Ela teve um bloqueio mental
Babies wore colorful bibs today	Bebês usaram babadores coloridos hoje
The monument honors fallen heroes	O monumento homenageia os heróis caídos
Soldiers patrol the border nightly	Soldados patrulham a fronteira todas as noites
She manages her asthma well	Ela administra bem sua asma
The aluminum frame is lightweight	A estrutura de alumínio é leve
The old house holds mystery	A casa velha guarda mistério
My shirt button feels loose	O botão da minha camisa está frouxo
The hikers got lost in swamp	Os caminhantes se perderam no pântano
Ships sailed through the narrow strait	Navios navegaram pelo estreito estreito
Shia communities celebrate Ashura annually	As comunidades xiitas celebram a Ashura anualmente
They had a bitter quarrel	Eles tiveram uma amarga discussão
Please stick to the plan	Por favor, siga o plano
Buffalo roam freely on plains	Búfalos vagam livremente pelas planícies
I guess it’s going well	Acho que está indo bem
I tried to persuade him	Eu tentei persuadi-lo
Water began to drain quickly	A água começou a drenar rapidamente
Scientists study ancient fossils closely	Cientistas estudam fósseis antigos de perto
She held the coin in palm	Ela segurou a moeda na palma da mão
The two rivals shook hands	Os dois rivais apertaram as mãos
I decided to skip breakfast today	Decidi pular o café da manhã hoje
She wore a sparkling crown	Ela usava uma coroa brilhante
The dike prevented the flooding	A barragem impediu a inundação
I grind coffee beans daily	Eu moio grãos de café diariamente
She studies classic English literature	Ela estuda literatura inglesa clássica
She stood near the cliff	Ela ficou perto do penhasco
She found a mysterious letter	Ela encontrou uma carta misteriosa
She clasps the necklace tightly	Ela aperta o colar firmemente
She twisted the wire carefully	Ela torceu o fio cuidadosamente
The dog gave a lick	O cachorro deu uma lambida
They fall out every week	Eles brigam toda semana
She let out a scream	Ela soltou um grito
Identify the verb in this sentence	Identifique o verbo nesta frase
Condoms help prevent sexually transmitted infections	Preservativos ajudam a prevenir infecções sexualmente transmissíveis
She jumped onto the bed	Ela pulou na cama
Please provide a sample document	Por favor, forneça um documento de exemplo
He kicked his own ass	Ele chutou o próprio traseiro
The decoration brightened the room	A decoração iluminou a sala
She decided to volunteer weekly	Ela decidiu ser voluntária semanalmente
The hiker crossed the ravine	O caminhante atravessou o desfiladeiro
She pricked her finger on a thorn	Ela espetou o dedo em um espinho
The squad won the match	O time venceu a partida
We honor our brave ancestors	Honramos nossos ancestrais corajosos
Obesity increases the risk significantly	A obesidade aumenta significativamente o risco
She is very cooperative today	Ela está muito cooperativa hoje
Navigation skills are essential today	Habilidades de navegação são essenciais hoje
Leaves float gently on water	As folhas flutuam suavemente na água
She loves to gossip daily	Ela adora fofocar diariamente
The camel crossed the desert	O camelo atravessou o deserto
Her reaction surprised everyone	A reação dela surpreendeu a todos
The ink spilled on paper	A tinta derramou no papel
I will shoot the basketball	Eu vou arremessar a bola de basquete
She loves wearing colorful makeup	Ela adora usar maquiagem colorida
She began to rub gently	Ela começou a esfregar suavemente
The glass is full now	O copo está cheio agora
We visited the art gallery today	Visitamos a galeria de arte hoje
Children played with colorful balloons	As crianças brincaram com balões coloridos
She wore skinny jeans today	Ela usou jeans skinny hoje
She felt sudden nausea arise	Ela sentiu uma náusea repentina surgir
The crew prepared the ship	A tripulação preparou o navio
She arrived late again	Ela chegou atrasada de novo
She swallowed the vitamin capsules	Ela engoliu as cápsulas de vitamina
I love watching classic cartoons	Eu adoro assistir desenhos animados clássicos
He carried a heavy sack	Ele carregava um saco pesado
She is a huge fan	Ela é uma grande fã
Thieves broke into the house	Ladrões invadiram a casa
A wise proverb guides decisions	Um provérbio sábio guia decisões
She bought new furniture yesterday	Ela comprou móveis novos ontem
We stayed in a cozy cabin	Nós ficamos em uma cabana aconchegante
She danced with graceful elegance	Ela dançou com elegante graça
She waited patiently at bus stop	Ela esperou pacientemente no ponto de ônibus
The recipe is surprisingly simple	A receita é surpreendentemente simples
We explored the bustling bazaar together	Exploramos juntos o bazar movimentado
We walked home at twilight	Nós caminhamos para casa ao anoitecer
Squeeze the bottle gently please	Esprema a garrafa suavemente, por favor
She packed the container carefully	Ela embalou o recipiente cuidadosamente
Her pretentious attitude annoyed everyone	A atitude pretensiosa dela irritou todos
Turtles bask in the sun	Tartarugas tomam sol
I will finish the report	Eu terminarei o relatório
The eagle soared above mountains	A águia voou acima das montanhas
Ducks swim gracefully in ponds	Patos nadam graciosamente em lagoas
She is a devout Protestant	Ela é uma protestante devota
My sister loves to dance	Minha irmã adora dançar
She carried a basket of apples	Ela carregava uma cesta de maçãs
Children played along the sidewalk	Crianças brincavam ao longo da calçada
The savory pie smelled delicious	A torta salgada cheirava deliciosa
She added olives to salad	Ela adicionou azeitonas à salada
She achieved instant worldwide fame	Ela alcançou fama mundial instantânea
The rhino grazed near water	O rinoceronte pastava perto da água
The bull charged through the field	O touro investiu pelo campo
She enjoys surfing every summer	Ela gosta de surfar todo verão
She enjoyed a carefree afternoon	Ela aproveitou uma tarde despreocupada
She decorated her belly button	Ela decorou o umbigo dela
The ocean waves created foam	As ondas do oceano criaram espuma
I need more sleep tonight	Preciso dormir mais esta noite
I studied hard for quiz	Estudei muito para a prova
She prepared for the audition	Ela se preparou para a audição
She forgot to take medication	Ela esqueceu de tomar o remédio
She wiped sweat from armpits	Ela enxugou o suor das axilas
The pyramid stood against sunset	A pirâmide ficava contra o pôr do sol
I love cooking with coconut milk	Eu adoro cozinhar com leite de coco
She is the alpha female	Ela é a fêmea alfa
She steamed the fresh vegetables	Ela cozinhou no vapor os vegetais frescos
She worked late overtime yesterday	Ela trabalhou até tarde ontem fazendo hora extra
She excels in competitive aquatics	Ela se destaca em natação competitiva
