Their love is pure and sincere	Cinta mereka murni dan tulus
Our client is satisfied with the service	Klien kami puas dengan layanan
This convention was attended by many people	Konvensi ini dihadiri banyak orang
I feel tense before the exam	Saya merasa tegang sebelum ujian
The flag is a symbol of our pride	Bendera itu simbol kebanggaan kita
We need oxygen to live	Kita butuh oksigen untuk hidup
Domestic economy is growing	Ekonomi domestik sedang tumbuh
The subject of this research is very important	Subjek penelitian ini sangat penting
The marketing division is having a meeting	Divisi pemasaran sedang rapat
Determine the coordinates of this location	Tentukan koordinat lokasi ini
This lamp requires 10 watts	Lampu ini membutuhkan 10 watt
This fabric feels smooth	Kain ini terasa halus
The conference will be held next week	Konferensi itu diadakan minggu depan
We need vitamins every day	Kita perlu vitamin setiap hari
They are involved in a heated debate	Mereka terlibat dalam debat sengit
There is a slight time difference	Ada selisih waktu sedikit
The base of the tree is strong	Pangkal pohon itu kuat
I like reading poetry	Aku suka membaca puisi
I am concerned about the environmental condition	Saya prihatini kondisi lingkungan
Slide the table to the side	Geser meja ke samping
The decision depends on the dependent	Keputusan itu tergantung pada dependen
She hugs her child tightly	Dia peluk anaknya erat
She has an extraordinary talent	Dia memiliki bakat luar biasa
Follow the instructions well	Ikuti instruksi dengan baik
The god protects us	Dewa itu melindungi kita
Wages for workers must be paid on time	Upah pekerja harus dibayar tepat
They are ready to fight	Mereka siap untuk tarung
The new regulation is implemented today	Regulasi baru diterapkan hari ini
I will install the new application	Saya akan instal aplikasi baru
This fish is still raw	Ikan ini masih mentah
Carbon is important for life	Karbon penting untuk kehidupan.
The flower is very rare here	Bunga itu sangat langka di sini
The cash is running low	Uang kas sudah menipis
He gave an inspiring speech	Dia memberikan pidato yang menginspirasi
This fabric feels soft	Kain ini terasa lembut
The iron plate is very heavy	Pelat besi itu sangat berat
The city was filled with giants	Kota itu dipenuhi raksasa.
The bird flies with wings	Burung itu terbang dengan sayap
The engineer designed a new bridge	Insinyur itu merancang jembatan baru
The national emblem is installed in the building	Lambang negara terpasang di gedung
I made a fence from bamboo	Saya membuat pagar dari bambu
He is a dangerous criminal	Dia seorang kriminal berbahaya
We need good nutrition	Kita perlu nutrisi yang baik
This construction is made of steel	Konstruksi ini terbuat dari baja
Please wrap this food	Tolong bungkus makanan ini
The referee gave a red card	Wasit memberikan kartu merah
He has been blind since birth	Dia buta sejak lahir
I watched the Olympics this year	Saya menonton Olimpiade tahun ini
Learning a language is easy	Belajar bahasa itu gampang
The deputy head of the school is present	Deputi kepala sekolah hadir
The kidneys function to filter blood	Ginjal berfungsi menyaring darah
I memorized that song	Saya hafal lagu itu
He showed genuine sympathy	Dia menunjukkan simpati yang tulus
The chain broke while being used	Rantai itu terputus saat digunakan
The company's board of directors held a meeting	Direksi perusahaan mengadakan rapat
I need a new recipe	Saya butuh resep baru
The hall is full of people	Aula itu penuh dengan orang
Today is my graduation	Hari ini adalah wisuda saya
The satellite orbits the Earth every day	Satelit mengorbit Bumi setiap hari
He likes professional boxing	Dia suka tinju profesional
She bought new accessories	Dia membeli aksesori baru
The bus fare is expensive now	Ongkos naik bus mahal sekarang
This class is private and exclusive	Kelas ini bersifat privat dan eksklusif
The satay skewers are really delicious	Tusuk sate itu enak banget
He wipes his sweat slowly	Dia menghapus keringatnya perlahan
His movements look stiff and slow	Gerakannya terlihat kaku dan lambat
The car suddenly braked	Mobil itu menginjak rem mendadak
He holds a long-standing grudge	Dia menyimpan dendam lama
I like to drink cocoa chocolate	Saya suka minum cokelat kakao
He stayed at the guesthouse	Dia menginap di wisma itu
She feels restless waiting for news	Dia merasa gelisah menunggu berita
The flower smells fragrant	Bunga itu berbau harum
Our team's supporters are very enthusiastic	Suporter tim kami sangat bersemangat
I need a warm blanket	Saya butuh selimut hangat
That is impossible to happen	Itu mustahil untuk terjadi
She found a rare gem	Dia menemukan permata langka
Instant food is easy to prepare	Makanan instan mudah disiapkan
The Asian continent has many cultures	Benua Asia memiliki banyak budaya
The result of this draw is random	Hasil undian ini acak
See the latest product catalog	Lihat katalog produk terbaru
A dragon flies in the night sky	Naga terbang di langit malam
He vomited after eating too much	Dia muntah setelah makan terlalu banyak
This camera lens is of high quality	Lensa kamera ini berkualitas tinggi
Father went to the market today	Bapa pergi ke pasar hari ini
Change the car oil every month	Ganti oli mobil setiap bulan
The crocodile is sunbathing	Buaya itu sedang berjemur
The children clap their hands together	Anak-anak tepuk tangan bersama
The helicopter is flying high	Helikopter itu terbang tinggi
I like mangosteen	Saya suka buah manggis
The waves at the beach are calm today	Ombak di pantai tenang hari ini
Today's temperature is quite high	Temperatur hari ini cukup tinggi
He is wearing a new helmet	Dia memakai helm baru
Calcium is important for bone health	Kalsium penting untuk kesehatan tulang
The film producer is famous in Jakarta	Produser film itu terkenal di Jakarta
He pretends not to know	Dia pura-pura tidak tahu
He whispered a secret to me	Dia bisik rahasia kepadaku
This silk fabric is very smooth	Kain sutra ini sangat halus
Children like to hear fairy tales	Anak-anak suka mendengar dongeng
That treatment is very cruel	Perlakuan itu sangat kejam
I am looking for that video clip	Saya mencari klip video itu
Lightning strikes with a flash	Petir menyambar dengan kilat
The typhoon destroyed our house	Topan itu menghancurkan rumah kami
I go to the coffee shop	Saya pergi ke kedai kopi
Birds chirp in the jungle	Burung berkicau di rimba
She felt deep joy	Dia merasakan sukacita mendalam
I bought new cute stickers	Saya membeli stiker lucu baru
We are staying at the new villa	Kami menginap di vila baru
He is holding the steering wheel of the car	Dia memegang setir mobil
I like peaches	Saya suka buah persik
The ring is made of diamond	Cincin itu terbuat dari intan
Her face is pale because of illness	Wajahnya pucat karena sakit
He carries a gun in the bag	Dia membawa pistol di tas
I go to Sunday mass	Saya pergi ke misa minggu
We explored the old tunnel	Kami menjelajahi terowongan tua
I like spicy chips	Saya suka keripik pedas
My luggage is lost at the airport	Bagasi saya hilang di bandara
The children are collecting shells on the beach	Anak-anak mengumpulkan kerang di pantai
He likes to chew gum	Dia suka kunyah permen karet
This peninsula is rich in culture	Semenanjung ini kaya budaya
She feels nervous before performing	Dia merasa gugup sebelum tampil
He looks handsome today	Dia tampak ganteng hari ini
I like to eat crab	Saya suka makan kepiting
He sleeps soundly tonight	Dia tidur nyenyak malam ini
I like to eat fresh spinach	Saya suka makan bayam segar
He sits on the balcony	Dia duduk di balkon
The cat looks cute	Kucing itu terlihat imut
Bats fly at night	Kelelawar terbang malam hari
The octopus is pink	Gurita itu berwarna merah muda
I am fed up with all this	Aku muak dengan semua ini
Children like watching dolphins	Anak-anak suka melihat lumba-lumba
I like to eat breakfast cereal	Saya suka makan sereal pagi
The morning sky is orange	Langit pagi berwarna jingga
Lotus flowers grow in the pond	Bunga teratai tumbuh di kolam
I like fried eggplant	Saya suka terung goreng
The black crow flies high	Gagak hitam terbang tinggi
I like fresh cabbage salad	Saya suka salad kubis segar
I like fresh cucumbers	Saya suka timun segar
This cake has a delicious vanilla flavor	Kue ini rasa vanili lezat
I like celery in salad	Saya suka seledri dalam salad
I bought a sponge for washing	Saya membeli spons untuk mencuci
The giraffe is eating leaves	Jerapah itu sedang makan daun
Santa Claus comes bringing gifts	Sinterklas datang membawa hadiah
I like to eat cherries	Saya suka makan ceri
The gorilla is eating a banana	Gorila itu sedang makan pisang
I like playing rugby	Saya suka bermain rugbi
He can manage that project	Dia bisa kelola proyek itu
Long-term investments are profitable	Investasi jangka panjang menguntungkan
We need the right strategy	Kami membutuhkan strategi yang tepat
Data analysis is needed for decisions	Analisis data diperlukan untuk keputusan
Corruption destroys public trust	Korupsi merusak kepercayaan publik
The structure of this building is very strong	Struktur bangunan ini kokoh sekali
Democracy is the right of every citizen	Demokrasi adalah hak setiap warga
He offers graphic design services	Dia menawarkan jasa desain grafis
He is the key witness of the case	Dia adalah saksi kunci kasus itu
Registration requires several conditions	Pendaftaran memerlukan beberapa syarat
The faculty of engineering is holding a seminar	Fakultas teknik sedang mengadakan seminar
Facing risks in investment	Menghadapi risiko dalam investasi
Company administration must be efficient	Administrasi perusahaan harus efisien
The mountain looks majestic	Gunung itu terlihat agung
The judge decided the case	Hakim memutuskan kasus tersebut
Natural disasters destroyed our village	Bencana alam menghancurkan desa kami
I have a new interest	Saya punya minat baru
The lecturer teaches in class today	Dosen mengajar di kelas hari ini
This theory is interesting to study	Teori ini menarik untuk dipelajari
The workload is getting heavier today	Beban kerja semakin berat hari ini
The capacity of this room is limited	Kapasitas ruangan ini terbatas
The distribution of goods is carried out evenly	Distribusi barang dilakukan secara merata
This city is famous for its mine	Kota ini terkenal dengan tambang
He stands upright there	Dia berdiri tegak di sana
He raises livestock in the village	Dia memelihara ternak di desa
We are facing an economic crisis now	Kita menghadapi krisis ekonomi sekarang
This conflict needs to be resolved immediately	Konflik ini perlu diselesaikan segera
The court decided the case	Mahkamah memutuskan perkara tersebut
I like this brand	Saya suka merek ini
Their leadership is very dominant	Kepemimpinan mereka sangat dominan
The use of narcotics is harmful to health	Penggunaan narkotika berbahaya bagi kesehatan
New legislation will be enacted	Legislasi baru akan diberlakukan
The term is often used here	Istilah itu sering digunakan di sini
She is skilled at cooking	Dia terampil dalam memasak
The quality of this product is quite good	Mutu produk ini cukup baik
Their contribution is very meaningful to the community	Kontribusi mereka sangat berarti bagi masyarakat
This event is very attention-grabbing	Ajang ini sangat menarik perhatian
Public transportation in Jakarta is crowded	Transportasi umum di Jakarta padat
Community participation is very important	Partisipasi masyarakat sangat penting
The campaign attracted the attention of many people	Kampanye itu menarik perhatian banyak orang
We walk in the green field	Kami berjalan di padang hijau
We are conducting new research	Kami melakukan riset baru
He is charged with committing a crime	Dia didakwa melakukan kejahatan
I need a recommendation for a new book	Saya butuh rekomendasi buku baru
I will give a presentation today	Saya akan memberikan presentasi hari ini
Statistics show an interesting trend	Statistik menunjukkan tren yang menarik
Health is our top priority	Kesehatan adalah prioritas utama kita
Follow the correct procedure	Ikuti prosedur yang benar
The education directorate held a seminar	Direktorat pendidikan mengadakan seminar
The agricultural land is 10 hectares wide	Lahan pertanian itu seluas 10 hektare
My concentration is starting to decline	Konsentrasi saya mulai menurun
The majority of the citizens support the change	Mayoritas warga mendukung perubahan
Customs must be respected	Adat istiadat harus dihormati
The company's profit increased this year	Laba perusahaan meningkat tahun ini
Self-identity needs to be maintained	Identitas diri perlu dijaga
The cape is beautiful and calm	Tanjung itu indah dan tenang
This city is always dynamic and lively	Kota ini selalu dinamis dan hidup
The artwork is full of inspiration	Karya seni itu penuh inspirasi
The publication of the research is very important	Publikasi penelitian itu sangat penting
Bacteria can cause serious illness	Bakteri dapat menyebabkan penyakit serius
He always works hard	Dia senantiasa berusaha keras
He is always consistent in work	Dia selalu konsisten dalam kerja
The antique item is being auctioned today	Barang antik itu dilelang hari ini
Early detection of disease is very important	Deteksi dini penyakit sangat penting
The architect designs modern buildings	Arsitek merancang gedung modern
The airline offers a big discount	Maskapai itu menawarkan diskon besar
Environmentally friendly nuclear energy	Energi nuklir ramah lingkungan
He retired last year	Dia sudah pensiun tahun lalu
They held a peaceful protest	Mereka mengadakan protes damai
Inspections are conducted every month	Inspeksi dilakukan setiap bulan
He was arrested for bribery	Dia ditangkap karena suap
Its natural resources are abundant	Sumber daya alamnya limpah
We will meet later	Kelak kita akan bertemu
The congress takes place in Jakarta this week	Kongres berlangsung di Jakarta minggu ini
The technology revolution changes human life	Revolusi teknologi mengubah kehidupan manusia
This quarter's financial report is important	Laporan keuangan kuartal ini penting
This product has high commercial value	Produk ini memiliki nilai komersial tinggi
Low radio signal frequency	Frekuensi sinyal radio rendah
He works in the product line	Dia bekerja di lini produk
The area is prone to natural disasters	Wilayah itu rawan bencana alam
The parliament is discussing a new law	Parlemen membahas undang-undang baru
The glass is transparent and clean	Kaca itu transparan dan bersih
I drink herbal medicine this morning	Saya minum jamu herbal pagi ini
The quantity of this item is limited	Kuantitas barang ini terbatas
The woman's breasts are beautiful	Payudara wanita itu indah
Cultural adaptation takes time	Adaptasi budaya memerlukan waktu
Local culture needs to be preserved	Kultur lokal perlu dilestarikan
The ship sails upstream	Kapal berlayar ke hulu sungai
Our house roof is leaking	Atap rumah kami bocor
That house is really big	Rumah itu gede banget
The new cabinet has been installed	Kabinet baru sudah terpasang
Stimulate our children's creativity	Rangsang kreativitas anak-anak kita
The scope of this work is quite broad	Lingkup pekerjaan ini cukup luas
The music sounds classical and beautiful	Musiknya terdengar klasik dan indah
We have to queue at the cashier	Kami harus antre di kasir
She looks sexy tonight	Dia terlihat seksi malam ini
This information is relevant to us	Informasi ini relevan untuk kita
Today feels really fun	Hari ini terasa asyik banget
You know that is true	Kamu tahu lho, itu benar
She showcases her artistic talent	Dia unjuk bakat seni
The education levels in Indonesia are important	Jenjang pendidikan di Indonesia penting
Microorganisms are important for health	Mikroorganisme penting untuk kesehatan
That memory is still clearly remembered	Memori itu masih jelas diingat
The stock of goods is out	Stok barang sudah habis
I feel pain in my back	Saya merasa nyeri di punggung
External resources are needed for this project	Sumber daya eksternal diperlukan proyek ini
He executed the penalty well	Dia mengeksekusi penalti dengan baik
The doctor is performing heart surgery today	Dokter melakukan bedah jantung hari ini
The portion of the food is quite large	Porsi makanannya cukup besar
The bridge looks sturdy	Jembatan itu tampak kokoh
The goalkeeper saved the goal	Kiper itu menyelamatkan gol
This is the right moment	Ini adalah momen yang tepat
The automotive industry continues to grow rapidly	Industri otomotif terus berkembang pesat
We will meet tomorrow	Kita akan bertemu esok
The water in this well is clean	Air di sumur ini bersih
Landslide blocked the main road	Tanah longsor menutup jalan utama
The road rehabilitation project starts this week	Proyek rehabilitasi jalan dimulai minggu ini
I paid the parking fine today	Saya membayar denda parkir hari ini
Data is displayed in a table	Data ditampilkan dalam tabel
The family's financial condition is deteriorating	Kondisi finansial keluarga memburuk
I like studying geography	Saya suka belajar geografi
I am writing a new paper	Saya sedang menulis makalah baru
Soak the rice before cooking	Rendam beras sebelum dimasak
I have several options	Saya punya beberapa opsi
This species is endangered	Spesies ini terancam punah
Sexually transmitted diseases need to be treated	Penyakit kelamin perlu diobati
He has a strong passion for art	Dia memiliki gairah seni tinggi
The dean gave a warm welcome	Dekan memberikan sambutan hangat
The river flows to the estuary	Sungai itu mengalir ke muara
My opinion is different from yours	Opini saya berbeda dengan kalian
This artwork is very original	Karya seni ini sangat orisinal
The fortress looks magnificent	Benteng itu terlihat megah
The rescue team is always on standby	Tim penyelamat selalu siaga
The male cat is aggressive	Kucing jantan itu agresif
The human race is diverse and unique	Ras manusia beragam dan unik
His love is sincere and always sincere	Cintanya tulus dan tulus selalu
He updated his profile on social media	Dia memperbarui profilnya di media sosial
The director is famous in the city	Sutradara itu terkenal di kota
He was fired from his job	Dia dipecat dari pekerjaannya
This project is the result of team collaboration	Proyek ini hasil kolaborasi tim
The football team uses a new formation	Tim sepak bola menggunakan formasi baru
Gambling can harm many people	Judi bisa merugikan banyak orang
Corporate policies need to be updated	Kebijakan korporat perlu diperbarui
The river water is starting to recede	Air sungai mulai surut
The universe is full of mysteries	Semesta penuh dengan misteri
Education is important for the future	Edukasi penting untuk masa depan
The water pump is broken again	Pompa airnya rusak lagi
Steam is coming out of the pot	Uap air keluar dari panci
That guy is my good friend	Cowok itu teman baikku
He likes diving in the sea	Dia suka selam di laut
The children are playing on the wall	Anak-anak bermain di tembok
The genie appeared at night	Jin itu muncul di malam.
His leg is swollen after falling	Kakinya bengkak setelah jatuh
This class is held regularly	Kelas ini diadakan secara reguler
He took a portrait of our family	Dia mengambil potret keluarga kami
They clashed on the highway	Mereka bentrok di jalan raya
The play is very attention-grabbing	Lakon itu sangat menarik perhatian
I do not like tobacco	Saya tidak suka tembakau
The food is high in calories	Makanan itu tinggi kalori
The declaration of independence is read today	Deklarasi kemerdekaan dibaca hari ini
Their age range is very different	Rentang usia mereka berbeda jauh
I bought a new LPG	Saya membeli elpiji baru
This issue requires a real solution	Masalah ini membutuhkan solusi riil
The female cat is cute	Kucing betina itu lucu
Tropical forests are full of diversity	Hutan tropis penuh keanekaragaman
She needs extra effort	Dia butuh usaha ekstra
This column contains important information	Kolom ini berisi informasi penting
I like playing chess	Saya suka bermain catur
My employer is kind	Majikan saya baik hati
The figure attracted the attention of many people	Figur itu menarik perhatian banyak orang
Discrimination must be eliminated immediately	Diskriminasi harus dihapuskan segera
The devil always tempts humans	Iblis selalu menggoda manusia
The body of this car is very cool	Bodi mobil ini sangat keren
Clean water filtration process	Proses filtrasi air bersih
Air pollution is becoming increasingly concerning	Polusi udara semakin mengkhawatirkan
Since the rain the air is cool	Semenjak hujan, udara sejuk
Imagination takes me to a new world	Imajinasi membawaku ke dunia baru
My diploma is ready	Ijazah saya sudah siap
The company is engaged in securities	Perusahaan itu bergerak di sekuritas
He holds the hammer tightly	Dia memegang palu dengan kuat
This road has just been asphalted	Jalan ini baru saja aspal
The illustration attracts the reader's attention	Ilustrasi itu menarik perhatian pembaca
Hit the ball into the goal	Hantam bola ke gawang
She sits in the corner of the room	Dia duduk di pojok ruangan
We set up the tent there	Kami mendirikan tenda di sana
The opposition criticizes the government's policy	Oposisi mengkritik kebijakan pemerintah
He is cheating with my friend	Dia selingkuh dengan sahabatku
The bullet penetrated the wall	Peluru itu menembus dinding
She is the new fashion icon	Dia adalah ikon fashion baru
The Earth's atmosphere supports life	Atmosfer bumi mendukung kehidupan
She walks in the long corridor	Dia berjalan di koridor panjang
We must protect the minority	Kita harus melindungi minoritas tersebut
We attended the wedding reception	Kami menghadiri resepsi pernikahan itu
Species evolution occurs gradually	Evolusi spesies terjadi secara bertahap
We are going to the reservoir tomorrow	Kami pergi ke waduk besok
We need good protection	Kami butuh proteksi yang baik
The children are noisy in the park	Anak-anak ribut di taman
She likes to buy new cosmetics	Dia suka membeli kosmetik baru
I am interested in astronomy	Saya tertarik pada astronomi
He is standing at the threshold	Dia berdiri di ambang pintu
This book is interesting fiction	Buku ini adalah fiksi menarik
Stir the batter until well combined	Aduk adonan sampai merata
The water tank needs to be cleaned	Tangki air perlu dibersihkan
I am going to the pharmacy near here	Saya pergi ke apotek dekat sini
I take the bus to school	Saya naik bis ke sekolah
He lives in that district	Dia tinggal di distrik itu
He won the trophy of the competition	Dia memenangkan trofi lomba itu
My account was blocked by the system	Akun saya diblokir oleh sistem
The monument stands majestically over there	Tugu itu berdiri megah di sana
The officers are patrolling tonight	Petugas melakukan patroli malam ini
He suffers from severe asthma	Dia menderita asma parah
This refrigerator is made of aluminum	Kulkas ini terbuat dari aluminium
The mystery has not been solved	Misteri itu belum terpecahkan
This clothing feels loose	Pakaian ini terasa longgar
Birds are flying in the swamp	Burung-burung terbang di rawa
The ship crosses the narrow strait	Kapal melintasi selat sempit
Shia has a different perspective	Syiah memiliki pandangan berbeda
He carries a wooden stick	Dia membawa tongkat kayu
The buffalo is eating grass	Kerbau itu sedang makan rumput
Guess the number I am thinking of	Tebak angka yang saya pikirkan
He persuaded his younger sibling to study	Dia bujuk adiknya untuk belajar
I drain the pool water	Aku kuras air kolam
Palm tree in the beautiful garden	Pohon palem di taman indah
The queen wears a beautiful crown	Ratu mengenakan mahkota indah
I like reading classic literature	Saya suka membaca literatur klasik
He stands on a high cliff	Dia berdiri di tebing tinggi
She has a mysterious smile	Dia memiliki senyuman misterius
This canal flows very swiftly	Kanal ini mengalir deras sekali
The wire is easy to shape	Kawat itu mudah dibentuk
The dog licked the ice cream	Anjing itu jilat es krim
The child screamed in fear	Anak itu jerit ketakutan
Verbs in that sentence are important	Verba dalam kalimat itu penting
He sleeps on the new bed	Dia tidur di ranjang baru
The party decoration looks beautiful	Dekorasi pesta terlihat indah
He fell into the ravine	Dia terjatuh ke jurang
Be careful with that thorn	Hati-hati dengan duri itu
Our ancestors' story is interesting	Kisah moyang kami menarik
Obesity can affect health	Obesitas dapat mempengaruhi kesehatan
This cooperative helps local farmers	Kooperasi ini membantu petani lokal
This application helps with road navigation	Aplikasi ini membantu navigasi jalan
The ball floats in the water	Bola itu apung di air
The gossip spreads quickly	Gosip itu menyebar cepat
The camel walks in the desert	Unta berjalan di padang pasir
Their reaction surprised everyone	Reaksi mereka mengejutkan semua orang
He writes with red ink	Dia menulis dengan tinta merah
She likes to do her makeup	Dia suka rias wajahnya
I am already full from eating	Saya sudah kenyang makan
He visits the new art gallery	Dia mengunjungi galeri seni baru
The children are playing with balloons	Anak-anak bermain dengan balon
The film crew is working hard	Kru film sedang bekerja keras
He arrived late to school	Dia datang telat ke sekolah
She bought a new perfume	Dia membeli parfum baru
I like watching cartoons	Saya suka menonton kartun
The sack is full of rice	Karung itu penuh beras
The fan is spinning slowly	Kipas angin berputar pelan
The proverb contains wisdom	Pepatah itu mengandung kebijaksanaan.
This furniture looks very elegant	Mebel ini terlihat sangat elegan
He entered the cabin	Dia masuk ke dalam kabin
She looks graceful while dancing	Dia terlihat anggun saat menari
He is waiting at the bus stop	Dia menunggu di halte bus
The design is very simple and elegant	Desainnya sangat simpel dan elegan
We will go to the bazaar	Kami akan pergi ke bazar
Beautiful twilight at the beach	Senja indah di pantai.
She squeezed the fruit gently	Dia remas buah itu lembut
The container is already full of goods	Kontainer itu sudah penuh barang
The race has finished well	Lomba sudah finis dengan baik
The eagle flies high in the sky	Elang terbang tinggi di langit
My family is Protestant	Keluargaku adalah penganut protestan
I am carrying a shopping basket	Saya membawa keranjang belanja
The children are playing on the sidewalk	Anak-anak bermain di trotoar
The fried rice tastes savory	Rasa nasi gorengnya gurih
The rhinoceros is almost extinct now	Badak itu hampir punah sekarang
The bull is grazing	Banteng itu sedang merumput
I like surfing at the beach	Saya suka selancar di pantai
The child has a cute belly button	Anak itu memiliki pusar lucu
The foam is soft and comfortable	Busa itu lembut dan nyaman
He is sleeping soundly on the sofa	Dia tidur lelap di sofa
I took a math quiz today	Saya mengikuti kuis matematika hari ini
I am auditioning for the theater today	Saya mengikuti audisi teater hari ini
He needs routine medication	Dia membutuhkan medikasi rutin
The stars in our galaxy	Bintang-bintang di galaksi kita
The Egyptian pyramids attract many tourists	Piramida Mesir menarik banyak wisatawan
This curry uses thick coconut milk	Kari ini menggunakan santan kental
The cat looks alpha	Kucing itu terlihat alfa
This cake is steamed	Kue ini dimasak dengan kukus
I have to work overtime tonight	Saya harus lembur malam ini
I like difficult puzzles	Saya suka teka-teki sulit
He walks on the gravel	Dia berjalan di atas kerikil
Weeds grow in my garden	Gulma tumbuh di kebun saya
The painting is on the canvas	Lukisan itu ada di kanvas
I like jackfruit	Saya suka buah nangka
She carries that red backpack	Dia membawa ransel merah itu
Collagen consumption is good for the skin	Konsumsi kolagen baik untuk kulit
She bought new lipstick	Dia membeli lipstik baru
I like to eat avocado	Saya suka makan alpukat
The Atlantic Ocean is very vast	Laut Atlantik sangat luas
The tractor is working in the field	Traktor itu bekerja di ladang
She is wearing a new vest	Dia mengenakan rompi baru
I keep the book in the locker	Saya simpan buku di loker
I am participating in the marathon this week	Saya ikut maraton minggu ini
He sneezed in class	Dia bersin di kelas
She is wearing new earrings	Dia memakai anting baru
He bought a new double burger	Dia membeli dobbel burger baru
He farted in class	Dia kentut di kelas
Casual clothes are suitable for relaxing	Pakaian kasual cocok untuk santai
This flower vase is very beautiful	Vas bunga ini sangat indah
I like to eat curry	Saya suka makan kari
I like chocolate pudding	Saya suka puding cokelat
I like to eat pears	Aku suka makan pir
The child wants to pee	Anak itu mau pipis
Children like to go to the circus	Anak-anak suka pergi sirkus
I like tapioca food	Saya suka makanan tapioka
He brings a new tennis racket	Dia membawa raket tenis baru
This cake is sprinkled with crispy sesame	Kue ini taburi wijen renyah
The zipper of the bag is broken again	Ritsleting tasnya rusak lagi
He is a great left-handed person	Dia seorang kidal yang hebat
I like playing new games	Saya suka bermain gim baru
I like to eat squid	Saya suka makan cumi-cumi
I like sweet raisins	Saya suka kismis manis
Smoke comes out of the chimney	Asap keluar dari cerobong
The children are learning a new alphabet	Anak-anak belajar alfabet baru
I like to eat raw radish	Saya suka makan lobak mentah
The ambulance siren sounds loud	Sirene ambulans terdengar nyaring
I am going up the escalator now	Saya naik eskalator sekarang
I like to eat omelette	Saya suka makan dadar
He went to the nightclub	Dia pergi ke kelab malam
Corona adorns the sky tonight	Korona menghiasi langit malam ini
The child is drawing with crayons	Anak itu menggambar dengan krayon
I like bagels with cream cheese	Saya suka bagel dengan krim keju
I enjoy whiskey tonight	Saya menikmati wiski malam ini
See you goodbye friends	Sampai jumpa, dadah teman-teman
He has great potential	Dia memiliki potensi besar
We need to practice more	Kita perlu praktik lebih banyak
The cat is very unfortunate	Kucing itu malang sekali
We all want to live prosperously	Kita semua ingin hidup sejahtera
The prosecutor leads the hearing today	Jaksa memimpin sidang hari ini
The price index of goods rose drastically	Indeks harga barang naik drastis
The trial will start tomorrow morning	Sidang akan dimulai besok pagi
Food availability must be maintained	Ketersediaan pangan harus dijaga
Educational aspects need to be considered	Aspek pendidikan perlu diperhatikan
This transaction is complete	Transaksi ini sudah selesai
I always uphold the principle of honesty	Saya selalu menjunjung prinsip kejujuran
We need to conduct regular evaluations	Kami perlu melakukan evaluasi rutin
She has a strong commitment	Dia memiliki komitmen yang kuat
There are indications of weather changes	Ada indikasi perubahan cuaca
The main components in this project	Komponen utama dalam proyek ini
Technology innovation changes the world	Inovasi teknologi mengubah dunia
The river current flows swiftly	Arus sungai mengalir deras
We must do charity every day	Kita harus beramal setiap hari
He is a competent teacher	Dia adalah guru yang kompeten
Psychology helps understand human behavior	Psikologi membantu memahami perilaku manusia
We need a better alternative	Kita butuh alternatif yang lebih baik
The noise can trigger stress	Kebisingan itu bisa picu stres
Work ethics need to be applied	Etika kerja perlu diterapkan
The bird migration process begins	Proses migrasi burung dimulai
He accepts criticism well	Dia menerima kritik dengan baik
Discipline is important for success	Disiplin penting untuk sukses
Plants need regular fertilizer	Tanaman butuh pupuk rutin
Implementation of the new policy is necessary	Implementasi kebijakan baru diperlukan
The children play in an orderly manner	Anak-anak bermain dengan tertib
The rector gave a speech at the event	Rektor memberikan sambutan di acara
I need legal consultation	Saya butuh konsultasi hukum
Young cadres are ready to act	Kader muda siap beraksi
I am learning a new math formula	Saya belajar rumus matematika baru
He accused me of stealing	Dia tuduh saya mencuri
Turn left at the intersection only	Belok ke simpang kiri saja
I remain optimistic about the future	Saya tetap optimis untuk masa depan
Our vision for the future	Visi kami untuk masa depan
Inflation affects people's purchasing power	Inflasi mempengaruhi daya beli masyarakat
I am looking for a new property	Saya mencari properti baru
This natural phenomenon is very interesting	Fenomena alam ini sangat menarik
Light penetrates through the window	Cahaya tembus melalui jendela
The process of cultural integration is going well	Proses integrasi budaya berjalan baik
The word of God is a guide to life	Firman Tuhan adalah petunjuk hidup
I appreciate your appreciation	Saya menghargai apresiasi Anda
Bureaucracy often slows down the process	Birokrasi sering memperlambat proses
The function of this tool is very important	Fungsi alat ini sangat penting
Criteria for selecting prospective employees	Kriteria pemilihan calon pegawai
Every element has its role	Setiap elemen memiliki perannya
I am looking for that important archive	Saya mencari arsip penting itu
The spirit always watches over us	Roh itu selalu mengawasi kita
The growth of technology is becoming increasingly rapid	Pertumbuhan teknologi semakin pesat
I bought new government bonds	Saya membeli obligasi pemerintah baru
Although it was raining we still went	Kendati hujan, kami tetap pergi
He is obedient to his teachings	Dia taat pada ajarannya
This number is even and good	Angka ini genap dan bagus
The company will recruit new employees	Perusahaan itu akan rekrut karyawan baru
This data is very accurate	Data ini sangat akurat
People's perceptions always differ	Persepsi orang berbeda-beda selalu
The composition of this song attracts attention	Komposisi lagu ini menarik perhatian
The discourse attracts the attention of many people	Wacana itu menarik perhatian banyak orang
I like studying biology	Saya suka belajar biologi
She is enthusiastic about participating in the competition	Dia antusias mengikuti lomba
He is a pious person	Dia adalah orang saleh
He plays a traditional musical instrument	Dia memainkan instrumen musik tradisional
Investment requires sufficient capital	Investasi membutuhkan kapital yang cukup
